"State","Hospital.name","Establishment.ID","Medicare.Provider.No.","Local.Hospital.Network.identifier","Local.Hospital.Network","Address.Line.1","Address.Line.2","asgc_ra","Remoteness.area","Number.of.available.beds","X2012.13.Peer.Group.code","Peer.Group.Name","Provided.data.for.NPHED","Provided.data.for.NHMD","Provided.data.for.NAPEDCD","Provided.data.for.ESWT","Provided.data.for.NNAPCD","IHPA.funding.designation","full_address","lat","lon","geo_address"
"QLD","Townsville Hospital","310000200","",313,"Townsville","100    ANGUS SMITH                                   Dr","DOUGLAS                                                4814",2,"Outer Regional",690,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","100 ANGUS SMITH Dr DOUGLAS 4814",-19.3210681,146.7607788,"53 mitchell st, carramar nsw 2163, australia"
"QLD","Tully Hospital","310000227","",312,"Cairns and Hinterland","BRYANT                                        St","TULLY                                                  4854",2,"Outer Regional",20,"S1","Public acute group C","Yes","Yes","No","No","Yes","Block-funded hospital","BRYANT St TULLY 4854",-17.9353817,145.9230169,"53 mitchell st, carramar nsw 2163, australia"
"QLD","Warwick Hospital","310000105","",325,"Darling Downs","56     LOCKE                                         St","WARWICK                                                4370",1,"Inner Regional",69,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","56 LOCKE St WARWICK 4370",-28.2244345,152.0182877,"53 mitchell st, carramar nsw 2163, australia"
"QLD","Weipa Hospital","310000228","",327,"Torres and Cape","407    JOHN EVANS                                    Dr","WEIPA                                                  4874",4,"Very remote",20,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","407 JOHN EVANS Dr WEIPA 4874",-12.6409298,141.8668869,"53 mitchell st, carramar nsw 2163, australia"
"QLD","Winton Hospital","310000159","",317,"Central West (Qld)","BLOOMFIELD                                    St","WINTON                                                 4735",4,"Very remote",8,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","BLOOMFIELD St WINTON 4735",-22.3830604,143.0424146,"53 mitchell st, carramar nsw 2163, australia"
"QLD","Wondai Hospital","310000077","",325,"Darling Downs","BRAMSTON                                      St","WONDAI                                                 4606",2,"Outer Regional",5,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","BRAMSTON St WONDAI 4606",-26.322306,151.8789109,"53 mitchell st, carramar nsw 2163, australia"
"QLD","Woorabinda Hospital","310000145","",316,"Central Queensland","1      MUNNS                                         Dr","WOORABINDA                                             4702",3,"Remote",11,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","1 MUNNS Dr WOORABINDA 4702",-24.133497,149.4550452,"53 mitchell st, carramar nsw 2163, australia"
"QLD","Wynnum Hospital","310000024","",322,"Metro South (Qld)","WHITES                                        Rd","LOTA                                                   4179",0,"Major Cities",21,"N1","Mixed subacute and non-acute","Yes","Yes","No","No","Yes","Block-funded hospital","WHITES Rd LOTA 4179",-27.4672747,153.1821994,"53 mitchell st, carramar nsw 2163, australia"
"SA","","41WK00227","",404,"Country Health SA","19.00  Waterloo Bay                                  Rd","Yorketown                                              5576",3,"Remote",26,"S2","Public acute group D","Yes","Yes","No","Yes","Yes","Block-funded hospital","19.00 Waterloo Bay Rd Yorketown 5576",-35.021194,137.604989,"53 mitchell st, carramar nsw 2163, australia"
"SA","Angaston District Hospital","41WK00049","",404,"Country Health SA","29.00  North                                         St","Angaston                                               5353",1,"Inner Regional",32,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","29.00 North St Angaston 5353",-34.5038361,139.0539855,"53 mitchell st, carramar nsw 2163, australia"
"SA","Balaklava Soldier's Memorial District Ho","41WK00052","",404,"Country Health SA","16.00  War Memorial                                  Dr","Balaklava                                              5461",1,"Inner Regional",31,"S2","Public acute group D","Yes","Yes","No","Yes","Yes","Block-funded hospital","16.00 War Memorial Dr Balaklava 5461",-34.1395514,138.4199209,"53 mitchell st, carramar nsw 2163, australia"
"SA","Barmera Health Service","41RI00055","",404,"Country Health SA","Hawdon                                        St","Barmera                                                5345",2,"Outer Regional",20,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","Hawdon St Barmera 5345",-34.2497263,140.4707125,"53 mitchell st, carramar nsw 2163, australia"
"SA","Booleroo Centre District Hospital and He","41MN00067","",404,"Country Health SA","Stephens                                      St","Booleroo Centre                                        5482",2,"Outer Regional",23,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","Stephens St Booleroo Centre 5482",-32.8808585,138.3505792,"53 mitchell st, carramar nsw 2163, australia"
"SA","Bordertown Memorial Hospital","41SE00070","",404,"Country Health SA","23.00  South                                         TCE","Bordertown                                             5268",2,"Outer Regional",40,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","23.00 South TCE Bordertown 5268",-36.31207,140.766796,"53 mitchell st, carramar nsw 2163, australia"
"SA","Burra Hospital","41WK00073","",404,"Country Health SA","46.00  Commercial                                    St","Burra                                                  5417",2,"Outer Regional",7,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","46.00 Commercial St Burra 5417",-33.683749,138.9362222,"53 mitchell st, carramar nsw 2163, australia"
"SA","Ceduna District Health Service","41EY00169","",404,"Country Health SA","3.00   Eyre                                          Hwy","Ceduna                                                 5690",4,"Very remote",15,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","3.00 Eyre Hwy Ceduna 5690",-32.109007,133.6726821,"53 mitchell st, carramar nsw 2163, australia"
"SA","Central Yorke Peninsula Hospital (Maitla","41WK00142","",404,"Country Health SA","68.00  Robert                                        St","Maitland                                               5573",2,"Outer Regional",33,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","68.00 Robert St Maitland 5573",-34.3704579,137.6742303,"53 mitchell st, carramar nsw 2163, australia"
"SA","Clare Hospital","41WK00079","",404,"Country Health SA","47.00  Farrel Flat                                   Rd","Clare                                                  5453",2,"Outer Regional",25,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","47.00 Farrel Flat Rd Clare 5453",-33.8294553,138.614399,"53 mitchell st, carramar nsw 2163, australia"
"SA","Cleve District Hospital and Aged Care","41EY00082","",404,"Country Health SA","North                                         TCE","Cleve                                                  5640",3,"Remote",20,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","North TCE Cleve 5640",-33.6989108,136.4941271,"53 mitchell st, carramar nsw 2163, australia"
"SA","Coober Pedy Hospital and Health Service","41NF00085","",404,"Country Health SA","Hospital                                      Rd","Coober Pedy                                            5723",4,"Very remote",15,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","Hospital Rd Coober Pedy 5723",-29.001742,134.7622132,"53 mitchell st, carramar nsw 2163, australia"
"SA","Cowell District Hospital and Aged Care","41EY00088","",404,"Country Health SA","17.00  South                                         TCE","Cowell                                                 5602",3,"Remote",8,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","17.00 South TCE Cowell 5602",-33.6858478,136.9214204,"53 mitchell st, carramar nsw 2163, australia"
"SA","Crystal Brook and District Hospital","41MN00091","",404,"Country Health SA","Edmund                                        TCE","Crystal Brook                                          5523",2,"Outer Regional",13,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","Edmund TCE Crystal Brook 5523",-33.3542879,138.2116496,"53 mitchell st, carramar nsw 2163, australia"
"SA","Cummins and District Memorial Hospital","41EY00094","",404,"Country Health SA","19.00  Tumby Bay                                     Rd","Cummins                                                5631",3,"Remote",19,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","19.00 Tumby Bay Rd Cummins 5631",-34.2633791,135.7327045,"53 mitchell st, carramar nsw 2163, australia"
"SA","Elliston Hospital","41EY00097","",404,"Country Health SA","4.00   Memorial                                      Dr","Elliston                                               5670",4,"Very remote",6,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","4.00 Memorial Dr Elliston 5670",-33.6477337,134.8924854,"53 mitchell st, carramar nsw 2163, australia"
"SA","Eudunda Hospital","41WK00100","",404,"Country Health SA","40.00  Ward                                          St","Eudunda                                                5374",1,"Inner Regional",8,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","40.00 Ward St Eudunda 5374",-34.175262,139.090509,"53 mitchell st, carramar nsw 2163, australia"
"SA","Flinders Medical Centre","41SA00005","",403,"Southern Adelaide","Flinders                                      Dr","Bedford Park                                           5042",0,"Major Cities",602,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Flinders Dr Bedford Park 5042",-35.021668,138.5676786,"53 mitchell st, carramar nsw 2163, australia"
"SA","Gawler Health Service","41WK00020","",404,"Country Health SA","21.00  Hutchinson                                    Rd","Gawler East                                            5118",0,"Major Cities",62,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","21.00 Hutchinson Rd Gawler East 5118",-34.5932594,138.7551623,"53 mitchell st, carramar nsw 2163, australia"
"SA","Glenside Hospital","44CA00300","",402,"Central Adelaide","226.00 Fullarton                                     Rd","Glenside                                               5065",0,"Major Cities",160,"Ps","Psychiatric","Yes","Yes","No","No","No","Activity-based funded hospital","226.00 Fullarton Rd Glenside 5065",-34.9449226,138.6271419,"53 mitchell st, carramar nsw 2163, australia"
"SA","Gumeracha District Soldiers' Memorial Ho","41HM00106","",404,"Country Health SA","2.00   Albert                                        St","Gumeracha                                              5233",1,"Inner Regional",17,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","2.00 Albert St Gumeracha 5233",-34.8252306,138.8831696,"53 mitchell st, carramar nsw 2163, australia"
"SA","Hampstead Rehabilitation Centre","41CA00008","",402,"Central Adelaide","205.00 Hampstead                                     Rd","Northfield                                             5085",0,"Major Cities",125,"N2","Rehabilitation and GEM","Yes","Yes","No","No","Yes","Activity-based funded hospital","205.00 Hampstead Rd Northfield 5085",-34.851607,138.617942,"53 mitchell st, carramar nsw 2163, australia"
"SA","Hawker Memorial Hospital","41NF00103","",404,"Country Health SA","Cradock                                       Rd","Hawker                                                 5434",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","Cradock Rd Hawker 5434",-31.9039176,138.4627983,"53 mitchell st, carramar nsw 2163, australia"
"SA","Jamestown Hospital and Health Service","41MN00109","",404,"Country Health SA","South                                         TCE","Jamestown                                              5491",2,"Outer Regional",12,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","South TCE Jamestown 5491",-33.2111103,138.6066189,"53 mitchell st, carramar nsw 2163, australia"
"SA","Kangaroo Island Health Service","41HM00112","",404,"Country Health SA","3.00   The                                           ESP","Kingscote                                              5223",3,"Remote",15,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","3.00 The ESP Kingscote 5223",-35.6532994,137.6380397,"53 mitchell st, carramar nsw 2163, australia"
"SA","Kapunda Hospital","41WK00115","",404,"Country Health SA","26.00  Nash                                          St","Kapunda                                                5373",1,"Inner Regional",27,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","26.00 Nash St Kapunda 5373",-34.3317972,138.9206328,"53 mitchell st, carramar nsw 2163, australia"
"SA","Karoonda and District Soldiers' Memorial","41HM00118","",404,"Country Health SA","13.00  Stokes                                        Rd","Karoonda                                               5307",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","13.00 Stokes Rd Karoonda 5307",-35.0945951,139.890305,"53 mitchell st, carramar nsw 2163, australia"
"SA","Kimba District Hospital and Aged Care","41EY00121","",404,"Country Health SA","15.00  Martin                                        TCE","Kimba                                                  5641",3,"Remote",8,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","15.00 Martin TCE Kimba 5641",-33.1430886,136.4176705,"53 mitchell st, carramar nsw 2163, australia"
"SA","Kingston Soldiers' Memorial Hospital","41SE00124","",404,"Country Health SA","Cnr Cooke & Young                             St","Kingston SE                                            5275",2,"Outer Regional",10,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","Cnr Cooke & Young St Kingston SE 5275",35.782366,-78.677789,"53 mitchell st, carramar nsw 2163, australia"
"SA","Lameroo District Health Service","41HM00127","",404,"Country Health SA","Vardon                                        TCE","Lameroo                                                5302",3,"Remote",11,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","Vardon TCE Lameroo 5302",-35.3285387,140.5154852,"53 mitchell st, carramar nsw 2163, australia"
"SA","Laura and District Hospital","41MN00130","",404,"Country Health SA","33.00  Mill                                          St","Laura                                                  5480",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","33.00 Mill St Laura 5480",-33.1788077,138.2998521,"53 mitchell st, carramar nsw 2163, australia"
"SA","Leigh Creek Health Service","41NF00133","",404,"Country Health SA","Black Oak                                     Dr","Leigh Creek                                            5731",4,"Very remote",7,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","Black Oak Dr Leigh Creek 5731",-30.5923649,138.4013545,"53 mitchell st, carramar nsw 2163, australia"
"SA","Loxton Hospital Complex","41RI00139","",404,"Country Health SA","Drabsch                                       St","Loxton                                                 5333",2,"Outer Regional",22,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","Drabsch St Loxton 5333",-34.4538099,140.5630544,"53 mitchell st, carramar nsw 2163, australia"
"SA","Lyell McEwin Hospital","41NA00027","",401,"Northern Adelaide","Haydown                                       Rd","Elizabeth Vale                                         5112",0,"Major Cities",373,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Haydown Rd Elizabeth Vale 5112",-34.743624,138.668179,"53 mitchell st, carramar nsw 2163, australia"
"SA","Mannum District Hospital","41HM00145","",404,"Country Health SA","Parker                                        St","Mannum                                                 5238",1,"Inner Regional",13,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","Parker St Mannum 5238",-34.9164728,139.3079489,"53 mitchell st, carramar nsw 2163, australia"
"SA","McLaren Vale & Districts War Memorial Ho","41MO00036","",404,"Country Health SA","Aldersley                                     St","McLaren Vale                                           5171",0,"Major Cities",0,"S2","Public acute group D","Yes","Yes","No","No","No","Activity-based funded hospital","Aldersley St McLaren Vale 5171",-35.2242829,138.5441262,"53 mitchell st, carramar nsw 2163, australia"
"SA","Meningie and Districts Memorial Hospital","41HM00151","",404,"Country Health SA","2.00   South                                         TCE","Meningie                                               5264",2,"Outer Regional",14,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","2.00 South TCE Meningie 5264",-35.6930928,139.3350905,"53 mitchell st, carramar nsw 2163, australia"
"SA","Millicent and Districts Hospital and Hea","41SE00154","",404,"Country Health SA","Mount Gambier                                 Rd","Millicent                                              5280",2,"Outer Regional",30,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","Mount Gambier Rd Millicent 5280",-37.6165292,140.3755117,"53 mitchell st, carramar nsw 2163, australia"
"SA","Modbury Hospital","41NA00030","",401,"Northern Adelaide","41.00  Smart                                         Rd","Modbury                                                5092",0,"Major Cities",107,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","41.00 Smart Rd Modbury 5092",-34.8335271,138.6922709,"53 mitchell st, carramar nsw 2163, australia"
"SA","Mount Barker District Soldiers' Memorial","41HM00160","",404,"Country Health SA","Wellington                                    Rd","Mount Barker                                           5251",1,"Inner Regional",46,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","Wellington Rd Mount Barker 5251",-35.0925633,138.8754529,"53 mitchell st, carramar nsw 2163, australia"
"SA","Mount Gambier and Districts Health Servi","41SE00163","",404,"Country Health SA","276.00 Wehl                                          St","Mount Gambier                                          5290",2,"Outer Regional",96,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","276.00 Wehl St Mount Gambier 5290",-37.8278588,140.7740573,"53 mitchell st, carramar nsw 2163, australia"
"SA","Mount Pleasant District Hospital","41HM00166","",404,"Country Health SA","28.00  Hospital                                      Rd","Mount Pleasant                                         5235",1,"Inner Regional",21,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","28.00 Hospital Rd Mount Pleasant 5235",-34.7739231,139.0545756,"53 mitchell st, carramar nsw 2163, australia"
"SA","Murray Bridge Soldiers' Memorial Hospita","41HM00172","",404,"Country Health SA","96.00  Swanport                                      Rd","Murray Bridge                                          5253",1,"Inner Regional",58,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","96.00 Swanport Rd Murray Bridge 5253",-35.1218081,139.2738205,"53 mitchell st, carramar nsw 2163, australia"
"SA","Naracoorte Health Service","41SE00175","",404,"Country Health SA","101.00 Jenkins                                       TCE","Naracoorte                                             5271",2,"Outer Regional",60,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","101.00 Jenkins TCE Naracoorte 5271",-36.9664553,140.7437554,"53 mitchell st, carramar nsw 2163, australia"
"SA","Noarlunga Public Hospital","41SA00033","",403,"Southern Adelaide","Alexander Kelly                               Dr","Noarlunga Centre                                       5168",0,"Major Cities",85,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Alexander Kelly Dr Noarlunga Centre 5168",-35.1388688,138.4997422,"53 mitchell st, carramar nsw 2163, australia"
"SA","Northern Yorke Peninsula Health Service","41WK00247","",404,"Country Health SA","1.00   Ernest                                        TCE","Wallaroo                                               5556",2,"Outer Regional",21,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","1.00 Ernest TCE Wallaroo 5556",-33.9299897,137.6370826,"53 mitchell st, carramar nsw 2163, australia"
"SA","Oakden Hospital","44NA00028","",401,"Northern Adelaide","200.00 Fosters                                       Rd","Oakden                                                 5086",0,"Major Cities",24,"Ps","Psychiatric","Yes","Yes","No","No","No","Activity-based funded hospital","200.00 Fosters Rd Oakden 5086",-34.8519752,138.6361001,"53 mitchell st, carramar nsw 2163, australia"
"SA","Oodnadatta Clinic","41NF00181","",404,"Country Health SA","First                                         St","Oodnadatta                                             5734",4,"Very remote",2,"VS","Very small","Yes","No","No","No","No","Block-funded hospital","First St Oodnadatta 5734",-27.5500934,135.4491827,"53 mitchell st, carramar nsw 2163, australia"
"SA","Orroroo and District Health Service","41MN00184","",404,"Country Health SA","Pekina                                        Rd","Orroroo                                                5431",2,"Outer Regional",8,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","Pekina Rd Orroroo 5431",-32.8266272,138.5672606,"53 mitchell st, carramar nsw 2163, australia"
"SA","Penola War Memorial Hospital","41SE00187","",404,"Country Health SA","18.00  Church                                        St","Penola                                                 5277",2,"Outer Regional",6,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","18.00 Church St Penola 5277",-37.37838,140.837199,"53 mitchell st, carramar nsw 2163, australia"
"SA","Peterborough Soldiers' Memorial Hospital","41MN00190","",404,"Country Health SA","23.00  Hurlstone                                     St","Peterborough                                           5422",2,"Outer Regional",22,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","23.00 Hurlstone St Peterborough 5422",-32.9830704,138.8316988,"53 mitchell st, carramar nsw 2163, australia"
"SA","Pinnaroo Soldiers' Memorial Hospital","41HM00193","",404,"Country Health SA","Bundey                                        TCE","Pinnaroo                                               5304",3,"Remote",8,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","Bundey TCE Pinnaroo 5304",-35.2569941,140.9067509,"53 mitchell st, carramar nsw 2163, australia"
"SA","Port Augusta Hospital and Regional Healt","41NF00196","",404,"Country Health SA","71.00  Hospital                                      Rd","Port Augusta                                           5700",2,"Outer Regional",61,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","71.00 Hospital Rd Port Augusta 5700",-32.510063,137.7758894,"53 mitchell st, carramar nsw 2163, australia"
"SA","Port Broughton and District Hospital and","41MN00199","",404,"Country Health SA","Bay                                           St","Port Broughton                                         5522",2,"Outer Regional",20,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","Bay St Port Broughton 5522",-33.6004449,137.933374,"53 mitchell st, carramar nsw 2163, australia"
"SA","Port Lincoln Health Service","41EY00202","",404,"Country Health SA","39.00  Oxford                                        TCE","Port Lincoln                                           5606",3,"Remote",67,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","39.00 Oxford TCE Port Lincoln 5606",-34.7176423,135.8477603,"53 mitchell st, carramar nsw 2163, australia"
"SA","Port Pirie Regional Health Service","41MN00205","",404,"Country Health SA","Alexander                                     St","Port Pirie                                             5540",2,"Outer Regional",69,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Alexander St Port Pirie 5540",-33.1776036,138.0070413,"53 mitchell st, carramar nsw 2163, australia"
"SA","Pregnancy Advisory Centre","41CA00035","",402,"Central Adelaide","21.00  Belmore                                       TCE","Woodville                                              5011",0,"Major Cities",5,"O5","Unpeered","Yes","Yes","No","No","No","Activity-based funded hospital","21.00 Belmore TCE Woodville 5011",-34.8789028,138.5404873,"53 mitchell st, carramar nsw 2163, australia"
"SA","Quorn Health Service","41NF00208","",404,"Country Health SA","Hospital                                      Rd","Quorn                                                  5433",2,"Outer Regional",11,"S2","Public acute group D","Yes","Yes","No","Yes","Yes","Block-funded hospital","Hospital Rd Quorn 5433",-32.3512353,138.0369947,"53 mitchell st, carramar nsw 2163, australia"
"SA","Renmark Paringa District Hospital","41RI00211","",404,"Country Health SA","Ral Ral                                       Ave","Renmark                                                5341",2,"Outer Regional",17,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","Ral Ral Ave Renmark 5341",-34.1584494,140.7364609,"53 mitchell st, carramar nsw 2163, australia"
"SA","Repatriation General Hospital","41SA00018","",403,"Southern Adelaide","216.00 Daws                                          Rd","Daw Park                                               5041",0,"Major Cities",274,"L","Public acute group A","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","216.00 Daws Rd Daw Park 5041",-34.991183,138.5881468,"53 mitchell st, carramar nsw 2163, australia"
"SA","Riverland General Hospital","41RI00058","",404,"Country Health SA","Maddern                                       St","Berri                                                  5343",2,"Outer Regional",53,"S1","Public acute group C","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","Maddern St Berri 5343",-34.27547,140.6020116,"53 mitchell st, carramar nsw 2163, australia"
"SA","Riverton District Soldiers' Memorial Hos","41WK00214","",404,"Country Health SA","23.00  Moorhouse                                     TCE","Riverton                                               5412",1,"Inner Regional",14,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","23.00 Moorhouse TCE Riverton 5412",-34.1600928,138.7442534,"53 mitchell st, carramar nsw 2163, australia"
"SA","Roxby Downs Health Service","41NF00217","",404,"Country Health SA","16.00  Burgoyne                                      St","Roxby Downs                                            5725",3,"Remote",10,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","16.00 Burgoyne St Roxby Downs 5725",-30.562583,136.894457,"53 mitchell st, carramar nsw 2163, australia"
"SA","Royal Adelaide Hospital","41CA00019","",402,"Central Adelaide","North                                         TCE","Adelaide                                               5000",0,"Major Cities",847,"PR","Principal referral","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","North TCE Adelaide 5000",-34.9211946,138.6053204,"53 mitchell st, carramar nsw 2163, australia"
"SA","Snowtown Hospital and Health Service","41WK00220","",404,"Country Health SA","South                                         TCE","Snowtown                                               5520",2,"Outer Regional",4,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","South TCE Snowtown 5520",-33.7876007,138.2160619,"53 mitchell st, carramar nsw 2163, australia"
"SA","South Coast District Hospital","41HM00223","",404,"Country Health SA","Bay                                           Rd","Victor Harbor                                          5211",1,"Inner Regional",47,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Activity-based funded hospital","Bay Rd Victor Harbor 5211",-35.5624032,138.6034114,"53 mitchell st, carramar nsw 2163, australia"
"SA","St. Margaret's Hospital","41CA00042","",402,"Central Adelaide","65.00  Military                                      Rd","Semaphore South                                        5019",0,"Major Cities",36,"N2","Rehabilitation and GEM","Yes","Yes","No","No","No","Activity-based funded hospital","65.00 Military Rd Semaphore South 5019",-34.8389949,138.48265,"53 mitchell st, carramar nsw 2163, australia"
"SA","Strathalbyn and District Health Service","41HM00229","",404,"Country Health SA","14.00  Alfred                                        PL","Strathalbyn                                            5255",1,"Inner Regional",25,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","14.00 Alfred PL Strathalbyn 5255",-35.2578722,138.8933639,"53 mitchell st, carramar nsw 2163, australia"
"SA","Streaky Bay Hospital","41EY00232","",404,"Country Health SA","1.00   Flinders                                      Dr","Streaky Bay                                            5680",3,"Remote",19,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","1.00 Flinders Dr Streaky Bay 5680",-32.7928469,134.2172905,"53 mitchell st, carramar nsw 2163, australia"
"SA","Tailem Bend District Hospital","41HM00136","",404,"Country Health SA","74.00  Princes                                       Hwy","Tailem Bend                                            5260",1,"Inner Regional",9,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","74.00 Princes Hwy Tailem Bend 5260",-35.2400526,139.4402153,"53 mitchell st, carramar nsw 2163, australia"
"SA","Tanunda War Memorial Hospital","41WK00235","",404,"Country Health SA","15.00  Mill                                          St","Tanunda                                                5352",1,"Inner Regional",22,"S1","Public acute group C","Yes","Yes","No","No","Yes","Block-funded hospital","15.00 Mill St Tanunda 5352",-34.5271638,138.9595985,"53 mitchell st, carramar nsw 2163, australia"
"SA","The Queen Elizabeth Hospital","41CA00014","",402,"Central Adelaide","28.00  Woodville                                     Rd","Woodville South                                        5011",0,"Major Cities",311,"L","Public acute group A","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","28.00 Woodville Rd Woodville South 5011",-34.881,138.535,"53 mitchell st, carramar nsw 2163, australia"
"SA","Tumby Bay Hospital and Health Services","41EY00241","",404,"Country Health SA","8.00   The                                           ESP","Tumby Bay                                              5605",3,"Remote",15,"S2","Public acute group D","Yes","Yes","No","No","Yes","Block-funded hospital","8.00 The ESP Tumby Bay 5605",-34.3750712,136.1005098,"53 mitchell st, carramar nsw 2163, australia"
"SA","Waikerie Health Service","41RI00244","",404,"Country Health SA","1.00   Lawrie                                        TCE","Waikerie                                               5330",2,"Outer Regional",29,"S1","Public acute group C","Yes","Yes","No","Yes","Yes","Block-funded hospital","1.00 Lawrie TCE Waikerie 5330",-34.1836359,139.9802509,"53 mitchell st, carramar nsw 2163, australia"
"SA","Whyalla Hospital and Health Services","41NF00249","",404,"Country Health SA","20.00  Wood                                          TCE","Whyalla                                                5600",2,"Outer Regional",101,"M","Public acute group B","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","20.00 Wood TCE Whyalla 5600",-33.0356341,137.5764818,"53 mitchell st, carramar nsw 2163, australia"
"SA","Women's and Children's Hospital","41CW00003","",405,"Women's and Children's Health Network (SA)","72.00  King William                                  Rd","North Adelaide                                         5006",0,"Major Cities",312,"W2","Womens and childrens","Yes","Yes","Yes","Yes","Yes","Activity-based funded hospital","72.00 King William Rd North Adelaide 5006",-34.9115305,138.5987137,"53 mitchell st, carramar nsw 2163, australia"
"SA","Wudinna Hospital","41EY00076","",404,"Country Health SA","16.00  Richards                                      Ave","Wudinna                                                5652",4,"Very remote",13,"VS","Very small","Yes","Yes","No","No","Yes","Block-funded hospital","16.00 Richards Ave Wudinna 5652",-33.0503355,135.4674168,"53 mitchell st, carramar nsw 2163, australia"
